assistancetype	region	gender resp	Head_Household	age	HH women	HH girls	HH men	HH boys	HH children	HH total	marital	residency	period	region_origin	disp_times	hosting	hosting_persons	housing	rental_fees	transport	educ	income	incomecontributers	income_source	disabled	disabled_HH	medical_access	referred_by_SI	sickperson	Malnurished_children	CFVA	MPCA	Livestock restoration	Greenhouses	irrigation	training	meals_adults	meals_children	cereals_HDDS	orangeveg_HDDS	rootstuber_HDDS	greenveg_HDDS	otherveg_HDDS	fruits1_HDDS	fruits2_HDDS	meet_HDDS	eggs_HDDS	fishandseafood_HDDS	legume_HDDS	milky_HDDS	fat_HDDS	sweets_HDDS	other_HDDS	MAHFP january	MAHFP february	MAHFP march	MAHFP april	MAHFP may	MAHFP june	MAHFP july	MAHFP august	MAHFP september	MAHFP october	MAHFP november	MAHFP december	freq worryfood	land	training good modern agricultural practices	training Irrigation	training Use of agricultural inputs	training Fertilizer application	training Soil conservation	training Greenhouses	training Flood/drought damage and preparedness	training Basic Accounting	receive_equip	receive_irrig	irrigated_land	receive_seeds	harvest_lastyear	fertilizer Natural fertilizer	fertilizer Pesticide	production	crops Millet	crops Corn (maize)	crops Wheat	crops Barley	crops Sorghum	crops Myriad vegetables	crops Other:	water_source Spring	water_source Network	water_source Borehole	water_source Stored water from reservoir or pond	water_source Wastewater of kitchen	water_source No water source	water_source Other	Goat	Sheep	Camel	Cow	goat_lost	sheep_lost	camel_lost	cow_lost	feeding Sending to public pasture land	feeding Sending to own pasture land	feeding Collecting fodder from own land	feeding Collecting fodder from natural pasture land	feeding Purchasing	feeding Other	fodder Alfalfa	fodder Clover	fodder Hay	fodder Leaves	fodder Straw	fodder Maize	fodder Concentrate	fodder Grasses	fodder Other	sickness Vaccine animals	sickness Referring to animal health center	sickness No action	sickness Other	livelihood_source	livelihood_income	husband_train	sell_prod_marlet	distance_market	product_transport	market_chall Poor roads	market_chall Insecurity	market_chall Transportation costs	market_chall Distance to the markets	market_chall Not enough goods	MPCA_per_month	MPCA_month	CFF_per_month	CFF_month	MPCA_use food	MPCA_use debt	MPCA_use clothe	MPCA_use med	MPCA_use water	MPCA_use fuel	MPCA_use cookgaz	MPCA_use school	MPCA_use business	MPCA_use buylivestock	MPCA_use agrinputs	MPCA_use savings	MPCA_use transport	MPCA_use rent	MPCA_use giftloan	has_savings	debts_purpose Food	debts_purpose Health	debts_purpose Shelter	debts_purpose Funeral	debts_purpose Wedding	debts_purpose Other	debt_level	creditors Family	creditors Friend	creditors Landlord	creditors Bank	creditors Shopkeeper	creditors Other	women_received_cash	included_selection	emp	business Agricultural/farming	business Livestock keeping	business Small shop/kiosk	business Tea shop/cafeteria/hotel	business Miraa seller	business Other	learned_new_skills	plan_look_job	plan_open_bussiness	sessions IYCF	sessions cooking	session water	session other	part_mother_group	child_below2	distance_nut	time_facility	watersource	distance_water	time_water	wells_available	pay_water	treatment Chlorination	treatment Boiling water	treatment Aqua tabs	treatment None	cleaning_freq	cleaning_how	water_transmit_disease	family_skin_pb	diarrhea_cause dirtyhand	diarrhea_cause contamwat	diarrhea_cause noCl	diarrhea_cause toomuchCl	diarrhea_cause contmfood	diarrhea_cause temperature	diarrhea_cause opendefecc	diarrhea_cause unknown	diarrhea_cause other	diarrhea_prevention safewater	diarrhea_prevention washinghands	diarrhea_prevention washinghandsSoap	diarrhea_prevention coveringfood	diarrhea_prevention cleantLat	diarrhea_prevention vaccin	diarrhea_prevention goodHygiene	diarrhea_prevention unknown	diarrhea_prevention other	diarrhea_remedies drugs	diarrhea_remedies HC	diarrhea_remedies ORS	diarrhea_remedies drinkwater	diarrhea_remedies tradmed	diarrhea_remedies nothing	diarrhea_remedies other	toilet	handwash_area	soap_avail	women_men_separated	receive_soap_SI	received_sensitization	attended_mygiene_prom	receive_cholerakits	handwash_times mealPrep	handwash_times servFood	handwash_times eating	handwash_times feedBaby	handwash_times cleanbaby	handwash_times afterToil	handwash_times Garbage	handwash_times Play	handwash_reason	handwash_item	use_latrine	receive_NFI	nonpurchase_reason Because I don’t have enough money (expensive)	nonpurchase_reason I don’t need it	nonpurchase_reason The market is too far	nonpurchase_reason I don’t feel secure enough to go to the market because of the security situation	nonpurchase_reason I cannot move due to my physical condition (persons with disabilities or elder people)	nonpurchase_reason Other	livingcond_adeq	main_need	second_need	third_need	streetlights	member_camp_committee	able_give_feedback_auth	receive_information_disaster	village	tribe	district	benficiarytype	gender HHH	cattle	cattle_lost	MPCA_total	CFF_total	HDDS	FCS	MAHFP	CSI	HHS	educ HHH	income_per_member
Other	Taiz	Male	Yes	46	2	2	2	2	0	8	Married	Host Community	0	0	0	Yes	3	I am living in an unfinished building	No	Vehicles	Institution (2 years after secondary)	60	0	Formal employment	Yes	No	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	3	0	Yes	Yes	Yes	No	No	No	No	Yes	No	No	No	Yes	No	No	Yes	0	0	0	0	0	1	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.067	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	0.0021	Yes	Yes	1	0	Water pump	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Farming	60	Yes	Yes	6.0	Car	0	0	1	0	0	0	0	100	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	1417	0	1	0	0	1	0	Yes	Yes	Employed	0	0	0	0	0	0	Yes	0	No	Yes	Yes	No	Yes	No	No	10.0	15	Piped water into dwelling	1.5	15	5	0.0009	0	0	0	1	Weekly	Other	Yes	Yes	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	Yes	Yes	No	Yes	Yes	Yes	Yes	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	Water alone	Yes	Yes	1	0	0	0	0	0	No	Livelihood activities	Health facilities	Roads	No	No	Yes	Yes	Alshaban	Alsana	Al-Ma’afer	FSL Beneficiary	Male	3	0	0	1400	6	Acceptable	11	4	1	3.0	6.666666666666667
Other	Taiz	Male	Yes	45	2	1	2	0	0	5	Married	Host Community	0	0	0	No	0	I am living in a concrete house/finished building	No	Vehicles	Institution (2 years after secondary)	75	0	Formal employment	No	Yes	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	3	0	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.222	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	0.0021	Yes	Yes	1	0	Water pump	1	1	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Farming	75	No	No	1.0	Car	1	0	0	0	0	117	14	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	No	1	1	0	0	0	0	290	0	0	0	0	1	0	Yes	Yes	Self-employed	1	1	0	0	0	0	Yes	Yes	Yes	Yes	Yes	No	No	No	No	1.0	15	Piped water into dwelling	1.5	30	0	0.0006	1	0	0	0	Monthly	With soap/detergent	Yes	Yes	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Family latrine	Yes	Yes	No	Yes	Yes	Yes	No	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	0	0	0	0	0	Yes	Latrines	Schools	Roads	No	No	Yes	No	Bani Saror	Bani Saror	Al-Ma’afer	FSL Beneficiary	Male	6	0	1638	0	4	Acceptable	12	0	0	3.0	12.5
Other	Lahj	Male	Yes	26	2	1	4	0	2	9	Married	Host Community	0	0	0	No	0	I am living in a concrete house/finished building	No	Vehicles	Secondary	50	8	Casual employment	No	No	Yes	No	No	No	No	No	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	0	0	0	0	0	0	0	0	1	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Other	50	No	No	20.0	Car	0	0	0	1	0	45	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	100	0	1	0	0	0	0	Yes	Yes	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	Yes	1.0	20	Piped water into dwelling	10.0	45	1	0.025	0	0	1	0	Monthly	With soap/detergent	Yes	No	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	Family latrine	Yes	Yes	No	No	Yes	No	No	1	0	0	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	0	0	0	0	0	Yes	Livelihood activities	Schools	Health facilities	No	No	Yes	No	Alhussaini	Salmat	Al Hawtah	Emergency cash assistance beneficiary	Male	5	0	135	0	5	Borderline	11	33	0	2.0	5.0
Other	Lahj	Female	Yes	40	1	0	1	2	0	4	Married	Host Community	0	0	0	No	0	I am living in a concrete house/finished building	No	Vehicles	Secondary	60	0	Casual employment	No	No	Yes	No	No	Yes	No	No	No	No	No	No	1	2	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	1	0	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	60	Yes	No	20.0	Car	0	0	0	1	0	50	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	60	0	1	0	0	0	0	Yes	Yes	Employed	0	0	0	0	0	0	No	0	No	No	No	No	No	No	No	3.0	10	Unprotected dug well	1.0	30	4	0.01	0	0	0	1	Monthly	With soap/detergent	Yes	Yes	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	Family latrine	Yes	Yes	Yes	Yes	No	No	No	1	0	0	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	0	0	0	0	0	Yes	Livelihood activities	Solar streetlight	Roads	No	No	Yes	No	Al Khadad	Khodad	Tuban	Emergency cash assistance beneficiary	Female	0	0	150	0	4	Poor	11	54	2	2.0	12.0
Other	Lahj	Female	No	31	1	0	1	3	1	6	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	Vehicles	Secondary	60	3	Small scale trade	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	2	2	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	1	0	0	0	0	0	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	60	No	No	20.0	Car	1	0	0	0	0	45	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	60	1	1	0	0	0	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	Yes	Yes	No	No	No	No	No	Yes	3.0	25	Other	1.0	10	3	0.01	0	0	1	0	Daily	With soap/detergent	Yes	Yes	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	Family latrine	No	0	No	No	Yes	No	No	1	0	0	0	0	0	0	0	To be healthy	With water and soap	Yes	Yes	1	0	0	0	0	0	Yes	Water points	Roads	Livelihood activities	No	No	Yes	No	Al Khadad	Khodad	Tuban	Emergency cash assistance beneficiary	Male	0	0	135	0	2	Borderline	11	30	2	4.0	8.571428571428571
EFA	Marib	Male	Yes	53	2	2	3	2	0	9	Married	IDP	Over 2 years	Ma'rib	Two or more movement from the place of origin and now	No	0	I am living in an unfinished building	No	No means of transport	University or higher education	20	0	Land cultivation	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	1	0	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Tractor	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Farming	20	No	No	1.0	Car	1	0	1	0	0	120	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	60	0	0	0	0	1	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	1.0	10	Tube well/borehole	0.5	20	5	1.0	0	1	0	0	Every 2-3 days	Other	Yes	No	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	Family latrine	No	0	Yes	No	No	No	Yes	0	0	1	0	0	1	1	0	To reduces spread/ transmission of disease	Water alone	Yes	Yes	1	0	0	0	0	0	No	Water points	Livelihood activities	Solar streetlight	No	No	Yes	Yes	Kari		Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	2	Acceptable	11	40	3	4.0	2.0
EFA	Lahj	Female	Yes	60	0	0	0	1	0	1	Widower	IDP	1-2 years	Taiz	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	Vehicles	No education	10	0	Land cultivation	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	2	0	Yes	No	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Tractor	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Farming	10	No	No	1.5	Other	0	0	1	0	0	53	6	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	100	0	0	0	0	1	0	Yes	Yes	Self-employed	1	1	0	0	0	0	No	No	Yes	No	No	No	No	Yes	No	7.0	120	Unprotected dug well	30.0	10	3	1.0	0	0	0	1	Monthly	Other	Yes	No	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	Bush	0	0	No	Yes	No	No	No	1	0	1	0	0	0	1	0	To reduces spread/ transmission of disease	With water and soap	No	No	0	0	0	0	0	0	No	Livelihood activities	Solar streetlight	Water points	No	No	No	No	Al Khadad	Aladain	Tuban	Emergency cash assistance beneficiary	Female	2	0	318	0	3	Poor	12	16	2	0.0	5.0
EFA	Al Hudaydah	Male	Yes	25	1	2	1	0	1	5	Married	IDP	Over 2 years	Al Hudaydah	Only one movement from the place of origin and now	Yes	4	I am living in an unfinished building	No	Other	Primary	0	0	Casual employment	No	No	Yes	No	Yes	No	No	No	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Tractor	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	No	No	7.0	Other	0	0	1	1	0	120	3	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	46	0	0	0	0	1	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	Yes	Yes	Yes	No	No	No	No	Yes	7.0	70	Tube well/borehole	3.0	30	1	1.0	0	0	0	1	Monthly	With soap/detergent	Yes	Yes	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	Family latrine	No	0	No	Yes	Yes	Yes	No	1	1	1	0	0	0	1	0	To reduces spread/ transmission of disease	Water alone	No	Yes	1	0	0	0	0	0	Yes	Livelihood activities	Solar streetlight	Schools	No	No	Yes	Yes	Al Babili	Al Nahari	Al Khawkhah	Emergency cash assistance beneficiary	Male	2	0	360	0	1	Poor	12	23	0	1.0	0.0
EFA	Al Hudaydah	Male	Yes	39	2	3	0	1	4	10	Married	IDP	Over 2 years	Al Hudaydah	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	No	Other	Secondary	0	0	Casual employment	No	No	Yes	No	No	No	Yes	No	No	No	No	No	3	3	Yes	Yes	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Tractor	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	Other	10	No	No	8.0	Other	0	0	1	1	0	45	6	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	No	20.0	30	Tube well/borehole	60.0	60	2	1.0	0	0	0	1	Monthly	With soap/detergent	Yes	Yes	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	Family latrine	No	0	No	Yes	No	No	No	1	0	1	0	0	1	1	0	To reduces spread/ transmission of disease	Water alone	No	No	0	0	0	0	0	0	Yes	Water points	Community centers	Solar streetlight	No	No	Yes	Yes	Hay Alkadi	Dar Alkabis	Al Khawkhah	Emergency cash assistance beneficiary	Male	3	0	270	0	7	Poor	12	36	0	2.0	0.0
EFA	Marib	Male	Yes	29	4	0	2	0	1	7	Married	IDP	1-2 years	Ma'rib	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	No	Vehicles	Institution (2 years after secondary)	50	0	Casual employment	No	No	Yes	Yes	Yes	No	No	Yes	No	No	No	No	2	2	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Tractor	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	1	No	No	2.0	Car	0	0	0	1	0	141	3	141	3	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	No	0	1	0	0	0	0	300	0	1	0	0	1	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	Yes	Yes	No	No	No	No	No	Yes	10.0	30	Piped water into dwelling	0.5	10	1	1.0	0	0	0	1	Never	0	Yes	No	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	Family latrine	No	0	No	No	No	No	No	1	0	1	0	0	1	1	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	No	Water points	Livelihood activities	Latrines	No	No	Yes	No	Alzour	Al Domesh 	Seroah	Emergency cash assistance beneficiary	Male	0	0	423	423	5	Borderline	12	36	3	3.0	6.25
FSL	Lahj	Male	No	30	3	4	4	2	2	15	Married	IDP	Over 2 years	Lahj	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	No	Vehicles	Secondary	50	1	Land cultivation	No	No	Yes	No	Yes	No	No	No	No	Yes	Yes	Yes	3	3	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	No	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	1	Rarely (once or twice in the past four weeks)	3.0	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	0.0021	Yes	Yes	1	1	Handpumps	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	Sale of agricultural/ livestock products	50	No	Yes	10.0	Car	0	0	1	0	0	53	3	53	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	800	0	0	0	0	1	0	Yes	Yes	Self-employed	1	0	0	0	0	0	Yes	Yes	Yes	No	No	No	No	No	Yes	1.0	10	Piped water into dwelling	0.2	10	5	1.0	0	0	0	1	Weekly	With soap/detergent	No	Yes	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	Family latrine	No	0	No	Yes	Yes	Yes	No	0	1	1	0	0	1	1	1	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	Yes	Livelihood activities	Schools	Latrines	No	No	Yes	No	Al Khadad	Amrani	Tuban	Emergency cash assistance beneficiary	Male	5	0	159	159	7	Acceptable	11	16	2	1.0	3.125
FSL	Marib	Female	Yes	28	2	0	0	3	2	7	Widower	Refugee	0	0	0	Yes	3	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	Yes	No means of transport	No education	0	0	Casual employment	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	0	0	1	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	10.0	Other	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	1	0	0	0	80	0	1	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	Yes	25.0	90	Unprotected dug well	2.0	15	1	1.0	0	0	0	1	Daily	With brush only	Yes	No	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	Family latrine	No	0	No	No	No	No	No	0	1	1	0	0	0	0	0	To be healthy	Water alone	Yes	No	0	0	0	0	0	0	Yes	Solar streetlight	Water points	Livelihood activities	No	No	No	No	Wadi Mohtam bani nasser	Hamdani	Kara	Emergency cash assistance beneficiary	Female	0	0	0	0	3	Poor	11	74	3	0.0	0.0
EFA	Lahj	Female	No	42	1	1	1	1	0	4	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	Vehicles	Secondary	60	1	Formal employment	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No	2	2	Yes	No	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	0	0	0	1	1	0	0	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	60	No	No	0.5	Car	0	0	1	0	0	56	3	53	3	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	No	1	1	0	0	0	0	30	0	0	0	0	1	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	Yes	No	No	No	No	No	No	No	1.0	10	Piped water into dwelling	2.0	20	2	1.0	0	0	0	1	Monthly	With soap/detergent	Yes	No	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	Family latrine	No	0	No	Yes	No	No	No	1	1	1	1	1	1	1	1	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	1	0	0	0	0	Yes	Livelihood activities	Community centers	Health facilities	No	No	Yes	Yes	Al Khadad	Ba haydan	Tuban	Emergency cash assistance beneficiary	Male	0	0	168	159	5	Acceptable	10	14	2	1.0	12.0
EFA	Taiz	Female	No	20	2	0	0	3	0	5	Single	Host Community	0	0	0	No	0	I am living in a concrete house/finished building	No	No means of transport	Institution (2 years after secondary)	150	0	Formal employment	No	No	Yes	No	No	No	No	Yes	No	No	No	Yes	3	3	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	Yes	Yes	Yes	0	Yes	Yes	No	No	Yes	Yes	0.0	Yes	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Livestock keeping	41	No	No	50.0	Donkey cart	0	0	1	0	0	121	10	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	No	1	1	0	0	0	0	166	0	0	0	0	1	0	Yes	Yes	Unemployed	0	0	0	0	0	0	Yes	Yes	No	No	No	No	No	No	No	3.0	30	Piped water into dwelling	0.5	5	2	1.0	0	0	0	1	Monthly	With soap/detergent	Yes	No	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	Family latrine	Yes	Yes	Yes	Yes	Yes	Yes	No	1	1	1	1	1	1	1	1	To reduces spread/ transmission of disease	With water and soap	No	Yes	1	0	0	0	0	0	Yes	Roads	Schools	Livelihood activities	No	No	No	No	Aljayash	AlDobhani	Al-Shamayateen	FSL Beneficiary	Female	2	0	1210	0	5	Borderline	12	35	3	4.0	25.0
EFA	Marib	Female	Yes	27	1	1	1	1	1	5	Married	IDP	Over 2 years	Ibb	Two or more movement from the place of origin and now	No	0	I am living in an unfinished building	No	Vehicles	Secondary	150	3	Casual employment	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	3	3	Yes	Yes	No	Yes	No	No	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	2.0	Car	0	0	1	0	0	141	3	141	3	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	No	1	1	0	0	0	0	400	1	0	0	0	0	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	5.0	50	Piped water into dwelling	1.0	10	1	1.0	0	0	0	1	Daily	With soap/detergent	Yes	No	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	Family latrine	Yes	Yes	No	No	No	No	No	1	1	1	0	1	1	1	1	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	No	Livelihood activities	Schools	Latrines	No	No	No	No	Matheel Alwadi	Al Jabri	Almatheel	Emergency cash assistance beneficiary	Female	0	0	423	423	9	Acceptable	12	46	1	2.0	25.0
